country,hour,date,direction,volume_bm,price_bm_eur,price_bm_uah,price_marg_eur,price_marg_uah,price_dam_eur,price_dam_uah,volume_dam,rate
UA,10,2025-03-15,up,917.218,183.3293704320155,8249.95,183.3293704320155,8249.95,63.11012939798714,2840,2837.4,45.0007
UA,11,2025-03-15,down,127,28.377780790076596,1277.02,28.377780790076596,1277.02,40.332705935685446,1815,2618.2,45.0007
UA,11,2025-03-15,up,981.156,183.3304815258429,8250,183.3304815258429,8250,40.332705935685446,1815,2618.2,45.0007
UA,12,2025-03-15,down,127,18.495934507685437,832.33,18.495934507685437,832.33,38.77717457728435,1745,2480.3,45.0007
UA,12,2025-03-15,up,625.006,183.32848155695353,8249.91,183.32848155695353,8249.91,38.77717457728435,1745,2480.3,45.0007
UA,13,2025-03-15,down,61.721,22.466983846917937,1011.03,22.466983846917937,1011.03,51.11031606175015,2300,2538.9,45.0007
UA,13,2025-03-15,up,642.547,183.32848155695353,8249.91,183.32848155695353,8249.91,51.11031606175015,2300,2538.9,45.0007
UA,14,2025-03-15,up,820.232,183.32981486954645,8249.97,183.32981486954645,8249.97,59.932401051539195,2697,2577.8,45.0007
UA,15,2025-03-15,up,847.874,183.3304815258429,8250,183.3304815258429,8250,88.22084989789047,3970,2867.1,45.0007
UA,16,2025-03-15,down,33.632,54.99114458219538,2474.64,63.095462959465074,2839.34,105.77613237127422,4760,3063.6,45.0007
UA,16,2025-03-15,up,598.438,183.3304815258429,8250,183.3304815258429,8250,105.77613237127422,4760,3063.6,45.0007
UA,17,2025-03-15,down,7,19.698804685260452,886.46,0,0,175.55282473383747,7900,3203,45.0007
UA,17,2025-03-15,up,582.168,222.21876548587025,10000,222.21876548587025,10000,175.55282473383747,7900,3203,45.0007
UA,18,2025-03-15,down,7,24.327177132800156,1094.74,0,0,184.44157535327227,8300,3388.9,45.0007
UA,18,2025-03-15,up,659.635,222.21876548587025,10000,222.21876548587025,10000,184.44157535327227,8300,3388.9,45.0007
UA,19,2025-03-15,down,46.111,131.3770674678394,5912.06,149.73300415326872,6738.09,186.663763008131,8400,3422,45.0007
UA,19,2025-03-15,up,658.999,222.21876548587025,10000,222.21876548587025,10000,186.663763008131,8400,3422,45.0007
UA,20,2025-03-15,down,42.132,117.14417775723489,5271.57,117.14417775723489,5271.57,184.44157535327227,8300,3307.3,45.0007
UA,20,2025-03-15,up,553.51,222.21876548587025,10000,222.21876548587025,10000,184.44157535327227,8300,3307.3,45.0007
UA,21,2025-03-15,down,46.995,88.32907043668209,3974.87,109.63629454652929,4933.71,177.33057485772443,7980,3146,45.0007
UA,21,2025-03-15,up,445.662,222.21787661080825,9999.96,222.21787661080825,9999.96,177.33057485772443,7980,3146,45.0007
UA,22,2025-03-15,down,99.999,0.910874719726582,40.99,88.19396142726669,3968.79,161.1086049772559,7250,2861.1,45.0007
UA,22,2025-03-15,up,304.382,222.21632107944984,9999.89,222.21632107944984,9999.89,161.1086049772559,7250,2861.1,45.0007
UA,23,2025-03-15,down,82.235,14.17977942565338,638.1,67.53739386276213,3039.23,149.9976667029624,6750,2980,45.0007
UA,23,2025-03-15,up,318.575,183.3304815258429,8250,183.3304815258429,8250,149.9976667029624,6750,2980,45.0007
UA,0,2025-03-16,down,274.091,0.9670960673945072,43.52,0.9593184106025018,43.17,122.2203210172286,5500,3108.4,45.0007
UA,0,2025-03-16,up,131.113,139.68560489059058,6285.95,139.04272600203998,6257.02,122.2203210172286,5500,3108.4,45.0007
UA,1,2025-03-16,down,376.927,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,93.55410026955136,4210,2589.6,45.0007
UA,1,2025-03-16,up,122.292,139.89493496767827,6295.37,139.04294822080544,6257.03,93.55410026955136,4210,2589.6,45.0007
UA,2,2025-03-16,down,254.399,0.04288822173877295,1.93,0.04444375309717404,2,88.88750619434808,4000,2344.1,45.0007
UA,2,2025-03-16,up,24.019,127.8084563129018,5751.47,127.8084563129018,5751.47,88.88750619434808,4000,2344.1,45.0007
UA,3,2025-03-16,down,487.983,0.10622056990224596,4.78,0.10622056990224596,4.78,82.39871824216067,3708,2277.5,45.0007
UA,3,2025-03-16,up,49.633,113.139573384414,5091.36,113.139573384414,5091.36,82.39871824216067,3708,2277.5,45.0007
UA,4,2025-03-16,down,593,0.00111109382742935,0.05,0.00111109382742935,0.05,82.08761197048045,3694,2213,45.0007
UA,4,2025-03-16,up,16.696,121.20855897797144,5454.47,121.20855897797144,5454.47,82.08761197048045,3694,2213,45.0007
UA,5,2025-03-16,down,634.218,0.02066634519018593,0.93,0.02066634519018593,0.93,82.08761197048045,3694,2239.2,45.0007
UA,5,2025-03-16,up,65.875,137.9691871459777,6208.71,136.28632443495323,6132.98,82.08761197048045,3694,2239.2,45.0007
UA,6,2025-03-16,down,1006.562,0.10599835113676008,4.77,0.10599835113676008,4.77,98.04291933236594,4412,2708.1,45.0007
UA,6,2025-03-16,up,97.066,139.317166177415,6269.37,137.6758583755364,6195.51,98.04291933236594,4412,2708.1,45.0007
UA,7,2025-03-16,down,956,0.1057761323712742,4.76,0.1057761323712742,4.76,117.7759457075112,5300,2877.2,45.0007
UA,7,2025-03-16,up,133.747,172.77775679044993,7775.12,172.40442926443365,7758.32,117.7759457075112,5300,2877.2,45.0007
UA,8,2025-03-16,down,554,0.10599835113676008,4.77,0.10599835113676008,4.77,104.442819778359,4700,2991.9,45.0007
UA,8,2025-03-16,up,69.731,175.58704642372228,7901.54,175.58704642372228,7901.54,104.442819778359,4700,2991.9,45.0007
UA,9,2025-03-16,down,472.184,6.666562964576106e-4,0.03,6.666562964576106e-4,0.03,88.88750619434808,4000,2997.9,45.0007
UA,9,2025-03-16,up,194.57,178.5356672229543,8034.23,178.49922334541463,8032.59,88.88750619434808,4000,2997.9,45.0007
UA,10,2025-03-16,down,304.4,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,85.33200594657416,3840,2948.4,45.0007
UA,10,2025-03-16,up,133.069,167.3173972849311,7529.4,167.3173972849311,7529.4,85.33200594657416,3840,2948.4,45.0007
UA,11,2025-03-16,down,234.65,2.222187654858702e-4,0.01,2.222187654858702e-4,0.01,66.53229838646953,2994,2767,45.0007
UA,11,2025-03-16,up,149.447,150.44543751541642,6770.15,150.44543751541642,6770.15,66.53229838646953,2994,2767,45.0007
UA,12,2025-03-16,down,82.834,1.5006433233260816,67.53,2.222187654858702e-4,0.01,35.51055872464206,1598,2616.3,45.0007
UA,12,2025-03-16,up,87.603,145.17996386722874,6533.2,145.17996386722874,6533.2,35.51055872464206,1598,2616.3,45.0007
UA,13,2025-03-16,down,7,63.55456692895888,2860,0,0,63.55456692895888,2860,2630.7,45.0007
UA,13,2025-03-16,up,52.166,63.55456692895888,2860,63.55456692895888,2860,63.55456692895888,2860,2630.7,45.0007
UA,14,2025-03-16,down,325.042,0.10666500743321768,4.8,0.10666500743321768,4.8,66.53229838646953,2994,2570.7,45.0007
UA,14,2025-03-16,up,177.704,166.82740490703478,7507.35,150.14588661954147,6756.67,66.53229838646953,2994,2570.7,45.0007
